,北京,天津,上海,重庆,河北,山西,香港,澳门,台湾,辽宁,吉林,黑龙江,江苏,浙江,安徽,福建,江西,山东,河南,湖北,湖南,广东,海南,四川,贵州,云南,陕西,甘肃,青海,内蒙古,广西,西藏,宁夏,新疆
0,3348.4999999999695,115.40000000000009,1344.1000000000038,77.80000000000004,100.60000000000007,152.30000000000007,32.19999999999999,72.90000000000002,15.599999999999998,31.19999999999999,45.199999999999996,100.80000000000007,144.10000000000008,2204.8999999999996,115.40000000000008,92.35000000000001,128.80000000000013,216.5999999999999,224.59999999999985,12892.90000000002,182.59999999999988,310.1999999999994,125.60000000000005,398.34999999999934,370.29999999999984,97.60000000000008,95.00000000000003,44.80000000000002,-4.000000000000002,28.59999999999999,69.00000000000004,26.2,46.0,31.799999999999994
